level1,level2,level3,function.,pge01b,pge02b,pge03b,pge04b,pge05b,pge06b,pge07b,pge08b,pge09b,pge10b,pge01c,pge02c,pge03c,pge04c,pge05c,pge06c,pge07c,pge08c,pge09c,pge10c,pgw01b,pgw02b,pgw03b,pgw04b,pgw05b,pgw06b,pgw07b,pgw08b,pgw09b,pgw10b,pgw01c,pgw02c,pgw03c,pgw04c,pgw05c,pgw06c,pgw07c,pgw08c,pgw09c,pgw10c
RNA Metabolism,Transcription,RNA_polymerase_II_initiation_factors,Transcription initiation factor IID 60 kDa subunit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,RNA_polymerase_II_initiation_factors,Transcription initiation factor IIE alpha subunit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RNA Metabolism,Transcription,RNA_polymerase_II_initiation_factors,Transcription initiation factor IIH p52 subunit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RNA Metabolism,Transcription,RNA_polymerase_III,DNA-directed RNA polymerase III 25 kDa polypeptide (EC 2.7.7.6),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,RNA_polymerase_III,DNA-directed RNA polymerase III largest subunit (EC 2.7.7.6),0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,RNA_polymerase_III,DNA-directed RNA polymerase III second largest subunit (EC 2.7.7.6),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
RNA Metabolism,Transcription,RNA_polymerase_III,"DNA-directed RNA polymerases I, II, and III 15 kDa polypeptide (EC 2.7.7.6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,RNA_polymerase_III,DNA-directed RNA polymerase III 37/80 kDa polypeptide (EC 2.7.7.6),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,RNA_polymerase_III,DNA-directed RNA polymerase III 47 kDa polypeptide (EC 2.7.7.6),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,Rrf2_family_transcriptional_regulators,Iron-sulfur cluster regulator IscR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,4,3,6,6,1,1,2,2,4,7
RNA Metabolism,Transcription,Rrf2_family_transcriptional_regulators,Nitrite-sensitive transcriptional repressor NsrR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,1,0,2,0,2,4,1,2,2
RNA Metabolism,Transcription,Rrf2_family_transcriptional_regulators,"Predicted transcriptional regulator of 4-carboxymuconolactone decarboxylase, Rrf2 family",0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0
RNA Metabolism,Transcription,Rrf2_family_transcriptional_regulators,"Predicted transcriptional regulator of cysteine synthase, Rrf2 family",0,2,0,1,1,3,0,0,1,5,0,2,0,0,0,0,0,1,0,3,2,1,3,2,0,4,1,3,2,0,0,0,0,0,0,1,2,2,0,0
RNA Metabolism,Transcription,Rrf2_family_transcriptional_regulators,"Predicted transcriptional regulator of NADH dehydrogenase, Rrf2 family",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RNA Metabolism,Transcription,Rrf2_family_transcriptional_regulators,"Predicted transcriptional regulator of sulfate adenylyltransferase, Rrf2 family",7,6,4,8,5,7,0,9,7,4,1,4,6,8,4,11,11,4,3,4,7,6,6,5,5,4,5,6,2,10,2,9,6,9,0,6,4,3,4,8
RNA Metabolism,Transcription,Rrf2_family_transcriptional_regulators,"Predicted transcriptional regulator of sulfate transport, Rrf2 family",1,0,1,2,0,0,0,0,1,0,0,4,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,2,0,0,1,1,1,1,1,0
RNA Metabolism,Transcription,Rrf2_family_transcriptional_regulators,Rrf2 family transcriptional regulator,4,5,4,5,1,5,5,9,4,4,4,2,6,8,2,6,3,2,1,4,4,2,1,1,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,Rrf2_family_transcriptional_regulators,"Rrf2 family transcriptional regulator, group III",0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0
RNA Metabolism,Transcription,Rrf2_family_transcriptional_regulators,Hmc operon transcriptional regulator Rrf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,"Transcription_elongation_factors,_archaeal","NusA protein homolog, archaeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,"Transcription_elongation_factors,_archaeal",Putative transcription antitermination protein NusG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,"Transcription_elongation_factors,_archaeal",Transcription factor S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,Transcription_factors_bacterial,Regulator of nucleoside diphosphate kinase,0,1,2,0,0,0,0,2,0,0,0,0,1,2,3,0,0,0,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,0,0
RNA Metabolism,Transcription,Transcription_factors_bacterial,ribosomal protein L7Ae family protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,5,1,2,1,0,4,0
RNA Metabolism,Transcription,Transcription_factors_bacterial,Transcription antitermination protein NusG,21,12,30,29,36,11,16,20,31,23,22,24,12,29,28,25,30,10,16,17,28,23,24,16,20,16,30,19,20,16,15,17,14,33,12,24,21,18,10,20
RNA Metabolism,Transcription,Transcription_factors_bacterial,Transcription elongation factor GreA,14,10,15,19,15,22,18,10,21,20,21,21,7,38,25,18,13,14,24,14,21,18,25,15,17,21,8,22,17,14,14,18,28,29,12,22,23,9,21,19
RNA Metabolism,Transcription,Transcription_factors_bacterial,Transcription elongation factor GreB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,12,6,9,3,4,7,4,3,0,4,5
RNA Metabolism,Transcription,Transcription_factors_bacterial,Transcription termination factor Rho,54,57,56,58,57,45,42,42,50,41,47,50,45,58,43,47,44,35,41,52,49,45,39,23,70,47,37,37,48,46,36,68,37,42,45,36,38,72,49,42
RNA Metabolism,Transcription,Transcription_factors_bacterial,Transcription termination protein NusB,16,15,16,8,9,4,13,16,14,13,3,3,6,4,10,4,14,11,9,8,15,10,22,11,13,23,7,5,16,15,7,20,12,14,17,13,7,3,13,17
RNA Metabolism,Transcription,Transcription_factors_bacterial,Transcription-repair coupling factor,92,84,81,68,69,67,82,68,89,107,70,104,115,82,77,81,84,83,101,77,120,101,90,73,87,75,80,81,83,69,87,105,91,75,98,106,93,79,94,91
RNA Metabolism,Transcription,Transcription_factors_bacterial,Transcriptional activator RfaH,2,0,1,1,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
RNA Metabolism,Transcription,Transcription_factors_cyanobacterial_RpoD-like_sigma_factors,"Cyanobacteria-specific RpoD-like sigma factor, type-1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
RNA Metabolism,Transcription,Transcription_factors_cyanobacterial_RpoD-like_sigma_factors,"Cyanobacteria-specific RpoD-like sigma factor, type-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,Transcription_factors_cyanobacterial_RpoD-like_sigma_factors,"Cyanobacteria-specific RpoD-like sigma factor, type-13",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
RNA Metabolism,Transcription,Transcription_factors_cyanobacterial_RpoD-like_sigma_factors,"Cyanobacteria-specific RpoD-like sigma factor, type-14",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,Transcription_factors_cyanobacterial_RpoD-like_sigma_factors,"Cyanobacteria-specific RpoD-like sigma factor, type-15",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,Transcription_factors_cyanobacterial_RpoD-like_sigma_factors,"Cyanobacteria-specific RpoD-like sigma factor, type-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,Transcription_factors_cyanobacterial_RpoD-like_sigma_factors,"Cyanobacteria-specific RpoD-like sigma factor, type-6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,Transcription_factors_cyanobacterial_RpoD-like_sigma_factors,"Cyanobacteria-specific RpoD-like sigma factor, type-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,Transcription_factors_cyanobacterial_RpoD-like_sigma_factors,"Cyanobacteria-specific RpoD-like sigma factor, type-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,Transcription_factors_cyanobacterial_RpoD-like_sigma_factors,"Cyanobacteria-specific RpoD-like sigma factor, type-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RNA Metabolism,Transcription,"Transcription_initiation,_bacterial_sigma_factors",RNA polymerase principal sigma factor HrdA,0,1,1,3,2,3,2,2,0,2,0,0,1,1,1,2,1,1,2,0,0,5,1,0,0,1,0,2,1,1,1,0,2,0,3,1,3,0,1,3
RNA Metabolism,Transcription,"Transcription_initiation,_bacterial_sigma_factors",RNA polymerase principal sigma factor HrdC,0,0,0,0,0,0,1,0,1,0,3,1,1,0,1,0,2,0,1,0,1,0,0,0,2,1,1,2,1,1,1,1,0,0,0,2,2,2,0,0
RNA Metabolism,Transcription,"Transcription_initiation,_bacterial_sigma_factors",RNA polymerase principal sigma factor HrdD,2,3,4,0,0,1,2,0,1,3,2,2,2,0,0,1,3,1,0,2,1,1,2,2,0,3,2,3,7,3,1,1,2,0,2,0,1,0,1,4
RNA Metabolism,Transcription,"Transcription_initiation,_bacterial_sigma_factors",RNA polymerase sigma factor RpoE,6,8,9,9,8,10,12,12,14,12,14,9,7,13,12,11,10,13,16,10,11,20,14,10,16,13,11,10,8,15,11,14,12,13,15,12,11,4,14,11
RNA Metabolism,Transcription,"Transcription_initiation,_bacterial_sigma_factors",RNA polymerase sigma factor RpoH-related protein RpoH2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
RNA Metabolism,Transcription,"Transcription_initiation,_bacterial_sigma_factors",RNA polymerase sigma factor SigV,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
RNA Metabolism,Transcription,"Transcription_initiation,_bacterial_sigma_factors",RNA polymerase sigma factor SigW,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0
RNA Metabolism,Transcription,"Transcription_initiation,_bacterial_sigma_factors",RNA polymerase sigma factor SigZ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,"Transcription_initiation,_bacterial_sigma_factors",Serine protease precursor MucD/AlgY associated with sigma factor RpoE,14,13,7,11,12,12,16,8,8,8,9,7,15,21,6,11,9,9,7,10,19,9,9,9,17,15,9,4,17,14,14,10,14,10,8,15,12,14,18,15
RNA Metabolism,Transcription,"Transcription_initiation,_bacterial_sigma_factors",RNA polymerase sporulation specific sigma factor SigE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA Metabolism,Transcription,RNA_polymerase_III_initiation_factors,Transcription initiation factor IIIB 70 kDa subunit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secondary Metabolism,Aromatic amino acids and derivatives,Cinnamic_Acid_Degradation,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase (EC 3.7.1.-)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secondary Metabolism,Aromatic amino acids and derivatives,Cinnamic_Acid_Degradation,2-keto-4-pentenoate hydratase (EC 4.2.1.-),5,4,0,0,6,2,0,4,2,2,1,1,2,2,0,5,7,1,5,0,3,2,0,0,1,5,5,0,0,0,1,3,2,8,1,6,0,2,2,2
Secondary Metabolism,Aromatic amino acids and derivatives,Cinnamic_Acid_Degradation,"2,3-dihydroxy-2,3-dihydro-phenylpropionate dehydrogenase (EC 1.3.1.-)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Secondary Metabolism,Aromatic amino acids and derivatives,Cinnamic_Acid_Degradation,"2,3-dihydroxyphenylpropionate 1,2-dioxygenase (EC 1.13.11.-)",1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,2,0,0,3,0,0,2,3,0,0,0,0,2,0,2,3,0,1,0
Secondary Metabolism,Aromatic amino acids and derivatives,Cinnamic_Acid_Degradation,3-(3-hydroxy-phenyl)propionate hydroxylase (EC 1.14.13.-),6,6,3,4,4,0,2,4,1,2,4,5,2,6,2,4,2,1,2,3,5,4,4,1,0,1,5,1,2,2,4,2,3,2,4,4,6,1,2,0
Secondary Metabolism,Aromatic amino acids and derivatives,Cinnamic_Acid_Degradation,3-phenylpropionate dioxygenase ferredoxin--NAD(+) reductase component (EC 1.18.1.3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secondary Metabolism,Aromatic amino acids and derivatives,Cinnamic_Acid_Degradation,4-hydroxybenzoate transporter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,11,8,16,11,11,10,12,6,9,13,3
Secondary Metabolism,Aromatic amino acids and derivatives,Cinnamic_Acid_Degradation,Mhp operon transcriptional activator,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Secondary Metabolism,Aromatic amino acids and derivatives,Cinnamic_Acid_Degradation,Probable 3-phenylpropionic acid transporter,1,3,0,2,1,2,4,2,1,0,4,0,4,2,1,1,0,4,0,3,3,6,1,0,2,2,0,0,0,0,3,2,1,1,3,2,1,2,1,6
Secondary Metabolism,Aromatic amino acids and derivatives,Cinnamic_Acid_Degradation,Hca operon (3-phenylpropionic acid catabolism) transcriptional activator HcaR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secondary Metabolism,Aromatic amino acids and derivatives,Pyrrolnitrin_biosynthesis,Monodechloroaminopyrrolnitrin-3-halogenase PrnC,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secondary Metabolism,Aromatic amino acids and derivatives,Pyrrolnitrin_biosynthesis,Tryptophan halogenase PrnA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",2-isocapryloyl-3R-hydroxymethyl-gamma-butyrolactone_and_other_bacterial_morphogens,A-factor biosynthesis protein AfsA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",2-isocapryloyl-3R-hydroxymethyl-gamma-butyrolactone_and_other_bacterial_morphogens,"Acyl coenzyme A dehydrogenase, BldA, contributes to the proper timing of aerial mycelium formation and antibiotic production",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",2-isocapryloyl-3R-hydroxymethyl-gamma-butyrolactone_and_other_bacterial_morphogens,Inducers of aerial mycelium formation biosynthesis protein BldG,0,0,0,0,0,1,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",2-isocapryloyl-3R-hydroxymethyl-gamma-butyrolactone_and_other_bacterial_morphogens,"Pleiotropic negative regulator for morphological and physiological development in Streptomyces, BldD",1,1,5,2,0,0,0,1,1,3,1,0,0,2,0,2,1,4,0,0,1,1,0,0,4,3,2,0,0,1,1,4,3,3,0,0,5,1,2,4
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",2-isocapryloyl-3R-hydroxymethyl-gamma-butyrolactone_and_other_bacterial_morphogens,"Putative methyltransferase,bldM, influences various aspects of colony growth and development",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",Clavulanic_acid_biosynthesis,clavaldehyde dehydrogenase,3,2,6,6,4,6,4,3,1,4,4,4,4,4,1,5,4,1,2,3,2,3,0,4,4,2,3,3,1,3,4,1,5,8,3,3,11,0,2,2
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",Nonribosomal_peptide_synthetases_(NRPS)_in_Frankia_sp._Ccl3,NRPS loading module Thr-PG-PG-Thr,2,3,0,0,0,0,0,2,0,2,0,3,0,0,0,2,3,0,0,1,0,4,0,0,1,0,1,0,3,2,1,2,0,0,0,2,4,0,4,0
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",Nonribosomal_peptide_synthetases_(NRPS)_in_Frankia_sp._Ccl3,NRPS module 2 PG-PG-Asn,1,0,1,0,0,0,0,0,0,2,5,1,0,0,0,2,1,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,2,1,0,2,0,0,2
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",Nonribosomal_peptide_synthetases_(NRPS)_in_Frankia_sp._Ccl3,NRPS module 3 PG-PG,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",Nonribosomal_peptide_synthetases_(NRPS)_in_Frankia_sp._Ccl3,NRPS module 4 PG-Ser-Gly-Thr,3,0,3,3,0,5,5,2,1,1,0,0,5,0,3,0,3,4,0,4,2,4,1,4,1,0,2,2,1,1,1,0,0,2,0,1,0,0,3,1
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",Paerucumarin_Biosynthesis,HTH-type transcriptional regulator PtxR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",Paerucumarin_Biosynthesis,"PvcA protein, related to known isonitrile synthases",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",Paerucumarin_Biosynthesis,"PvcC protein, related to two-component flavin adenine dinucleotide-dependent monooxygenases",0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,0,0
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",Phenazine_biosynthesis,FAD-dependent monooxygenase PhzS,3,1,3,1,1,1,2,0,0,1,1,1,0,3,2,2,3,0,0,0,0,0,0,4,0,4,3,0,0,0,4,1,0,1,1,1,0,0,2,1
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",Phenazine_biosynthesis,Phenazine biosynthesis protein PhzA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",Phenazine_biosynthesis,Phenazine biosynthesis protein PhzB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",Phenazine_biosynthesis,Phenazine biosynthesis protein PhzE,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",Phenazine_biosynthesis,Phenazine biosynthesis protein PhzF,23,13,23,23,32,26,17,14,17,19,18,21,18,18,12,16,12,11,17,16,20,19,18,22,15,19,20,19,22,12,22,23,15,23,19,21,5,24,26,14
Secondary Metabolism,"Bacterial cytostatics, differentiation factors and antibiotics",Phenazine_biosynthesis,Phenazine modifying protein PhzH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Secondary Metabolism,Biologically active compounds in metazoan cell defence and differentiation,Steroid_sulfates,Arylsulfatase (EC 3.1.6.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,63,0,61,45,61,45,64,69,67,46,70,74,71
Secondary Metabolism,Biologically active compounds in metazoan cell defence and differentiation,Steroid_sulfates,Estrogen sulfotransferase (EC 2.8.2.4),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secondary Metabolism,Biologically active compounds in metazoan cell defence and differentiation,Steroid_sulfates,Steryl-sulfatase precursor (EC 3.1.6.2),0,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Secondary Metabolism,Biologically active compounds in metazoan cell defence and differentiation,Quinolinic_acid_and_its_derivatives,"3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,2,0,0,0,2,0,3,3,2
Secondary Metabolism,Biosynthesis of phenylpropanoids,Caffeic_acid_derivatives,Cinnamoyl-CoA reductase (EC 1.2.1.44),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secondary Metabolism,Biosynthesis of phenylpropanoids,Flavanone_biosynthesis,Chalcone synthase (EC 2.3.1.74),1,9,4,3,4,8,5,7,11,8,8,18,3,5,0,1,10,7,6,12,5,6,8,7,4,5,7,3,11,9,1,5,6,7,8,7,3,3,12,2
Secondary Metabolism,Biosynthesis of phenylpropanoids,Phenylpropionate_Degradation,"1,2-dihydroxycyclohexa-3,5-diene-1-carboxylate dehydrogenase (EC 1.3.1.25)",0,1,3,0,0,2,4,1,1,1,0,0,1,2,0,1,0,0,0,1,0,2,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Secondary Metabolism,Biosynthesis of phenylpropanoids,Phenylpropionate_Degradation,3-phenylpropionate dioxygenase ferredoxin subunit,0,2,0,2,1,2,2,1,3,2,2,2,1,0,2,1,1,0,0,0,3,3,3,1,0,4,3,1,0,1,1,2,1,2,0,2,1,1,0,2
Secondary Metabolism,Biosynthesis of phenylpropanoids,Phytoalexin_biosynthesis,4-coumarate--CoA ligase 1 (EC 6.2.1.12),13,3,3,10,6,7,2,5,4,12,4,6,5,3,3,4,6,6,7,5,9,2,4,5,2,3,16,2,3,8,4,8,5,5,2,1,4,8,3,1
Secondary Metabolism,Biosynthesis of phenylpropanoids,Phytoalexin_biosynthesis,Isoflavone reductase homolog P3 (EC 1.3.1.-),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Secondary Metabolism,Biosynthesis of phenylpropanoids,Phytoalexin_biosynthesis,6-deoxychalcone synthase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
