level1,level2,level3,funct,pgeb.1,pgeb.2,pgeb.3,pgeb.4,pgec.1,pgec.2,pgec.3,pgec.4,pgwb.1,pgwb.2,pgwb.3,pgwb.4,pgwc.1,pgwc.2,pgwc.3,pgwc.4,rcb.1,rcb.2,rcb.3,rcb.4,rcc.1,rcc.2,rcc.3,rcc.4
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_chloroplast,"LSU ribosomal protein L33p, chloroplast",0,1.30E-05,0,0,2.03E-05,0,1.48E-05,9.75E-06,0,0,1.56E-05,0,0,0,0,0,0,0,0,0,0,1.34E-05,0,7.87E-06
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU ribosomal protein L35Ae,0,1.30E-05,0,0,0,0,1.48E-05,0,0,0,0,0,0,0,0,0,0,2.00E-05,7.82E-06,0,0,0,0,7.87E-06
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU ribosomal protein L35e (L29p),0,0,0,0,0,0,0,9.75E-06,0,0,0,0,0,0,0,0,8.39E-06,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_bacterial,LSU ribosomal protein L35p,0.000105636,0.000129808,0.000233894,0.00017646,0.000141812,0.000184843,0.000207444,0.000146272,0.000169544,0.000254777,0.000374865,0.000265193,0.000335758,0.000168999,0.000158119,0.0002074,0.000117486,0.00019993,0.000250203,0.000205194,0.000130716,0.000214348,0.000289589,0.000165244
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU ribosomal protein L36e,2.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_chloroplast,"LSU ribosomal protein L36p, chloroplast",2.64E-05,1.30E-05,0,0,4.05E-05,0,0,0,0,0,0,0,0,0,1.13E-05,0,0,0,0,0,0,4.02E-05,0,6.30E-05
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU ribosomal protein L38e,0,0,0,0,0,0,0,0,0,0,0,2.21E-05,0,0,0,0,8.39E-06,1.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU ribosomal protein L39e,0,0,0,0,0,0,0,0,2.83E-05,0,0,2.21E-05,0,0,0,0,0,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU ribosomal protein L3e (L3p),0,0,0,0,2.03E-05,3.70E-05,0,9.75E-06,0,0,0,6.63E-05,0,0,0,0,2.52E-05,1.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_bacterial,LSU ribosomal protein L3p (L3e),0.000501769,0.000571154,0.000355172,0.00038233,0.000324143,0.000406654,0.000666785,0.000497323,0.000762949,0.000659423,0.000374865,0.000640884,0.000615557,0.000506997,0.00056471,0.00049776,0.000461553,0.000439846,0.00047695,0.000628407,0.00047929,0.000401902,0.000509277,0.000346225
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_chloroplast,"LSU ribosomal protein L3p (L3e), chloroplast",0,0,0,0,0,0,0,9.75E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU ribosomal protein L40e,0,1.30E-05,0,0,2.03E-05,0,0,0,0,0,0,0,0,0,0,0,8.39E-06,0,0,0,0,1.34E-05,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_mitochondrial,"LSU ribosomal protein L41mt, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E-05,0,8.39E-06,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_mitochondrial,"LSU ribosomal protein L44mt, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,1.69E-05,0,0,0,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_mitochondrial,"LSU ribosomal protein L46mt, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39E-06,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_bacterial,LSU ribosomal protein L4p (L1e),0.000316907,0.000311539,0.000329184,0.00041174,0.000486214,0.000110906,0.000340801,0.000487572,0.000423861,0.00023979,0.000281149,0.000309392,0.000354411,0.000304198,0.00042918,0.0004148,0.000386026,0.000659769,0.000469131,0.000423213,0.000444433,0.000361712,0.000409419,0.000346225
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_mitochondrial,"LSU ribosomal protein L53mt, mitochondrial",0,0,8.66E-06,0,0,0,0,0,0,0,0,0,0,0,1.13E-05,4.15E-05,0,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_mitochondrial,"LSU ribosomal protein L54mt, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU ribosomal protein L5e (L18p),0,1.30E-05,8.66E-06,0,0,0,0,9.75E-06,2.83E-05,3.00E-05,0,2.21E-05,0,1.69E-05,0,4.15E-05,2.52E-05,5.00E-05,7.82E-06,0,1.74E-05,0,0,2.36E-05
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_bacterial,LSU ribosomal protein L5p (L11e),0.00047536,0.00066202,0.000641042,0.000705841,0.000668544,0.000665434,0.000740872,0.000565583,0.00053689,0.000629449,0.000749731,0.000596685,0.000969968,0.000439397,0.000621181,0.00078812,0.000721701,0.000649773,0.000531682,0.000654056,0.000671006,0.000683234,0.000499291,0.000346225
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_chloroplast,"LSU ribosomal protein L5p (L11e), chloroplast",0,2.60E-05,0,0,0,0,0,0,0,0,0,2.21E-05,0,0,0,0,8.39E-06,1.00E-05,0,1.28E-05,0,1.34E-05,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_mitochondrial,"LSU ribosomal protein L5p (L11e), mitochondrial",0.000105636,5.19E-05,1.73E-05,0,0,3.70E-05,0,0,0,0,0,0,1.87E-05,0,1.13E-05,0,0,0,0,0,1.74E-05,2.68E-05,9.99E-06,3.93E-05
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU ribosomal protein L6e,0,0,0,0,0,0,0,9.75E-06,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,8.71E-06,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_bacterial,LSU ribosomal protein L6p (L9e),0.000528178,0.000623077,0.000346509,0.0002941,0.000526732,0.000295749,0.00081496,0.000438815,0.000310831,0.000389659,0.000593537,0.000685083,0.00069017,0.000354898,0.000485651,0.00053924,0.000386026,0.000479832,0.000445675,0.000512985,0.000374718,0.000750218,0.000539234,0.000393437
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_mitochondrial,"LSU ribosomal protein L6p (L9e), mitochondrial",7.92E-05,6.49E-05,0,0,0,0,2.96E-05,0,0,0,0,0,3.73E-05,0,2.26E-05,4.15E-05,8.39E-06,0,0,0,1.74E-05,2.68E-05,0,3.93E-05
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_chloroplast,"LSU ribosomal protein L7/L12 (L23e), chloroplast",0,2.60E-05,0,2.94E-05,2.03E-05,7.39E-05,1.48E-05,0,0,0,0,0,1.87E-05,0,0,4.15E-05,3.36E-05,8.00E-05,0,0,0,1.34E-05,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_mitochondrial,"LSU ribosomal protein L7/L12 (L23e), mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,1.69E-05,0,0,8.39E-06,1.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU ribosomal protein L7Ae,0,0,0,5.88E-05,0,7.39E-05,1.48E-05,1.95E-05,0,0,0,4.42E-05,0,0,0,0,1.68E-05,0,0,0,8.71E-06,1.34E-05,2.00E-05,7.87E-06
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU ribosomal protein L7e (L30p),0,1.30E-05,8.66E-06,0,0,0,0,9.75E-06,0,0,0,2.21E-05,0,0,0,0,8.39E-06,1.00E-05,0,0,8.71E-06,0,0,1.57E-05
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU ribosomal protein L8e (L2p),0,1.30E-05,0,0,0,0,1.48E-05,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU ribosomal protein L9e (L6p),0,1.30E-05,0,0,0,3.70E-05,0,0,0,0,0,0,0,0,0,4.15E-05,8.39E-06,0,0,0,8.71E-06,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_mitochondrial,"LSU ribosomal protein MRPL20, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71E-06,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_mitochondrial,"LSU ribosomal protein MRPL25, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_mitochondrial,"LSU ribosomal protein MRPL31, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_mitochondrial,"LSU ribosomal protein MRPL35, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,2.21E-05,0,0,0,0,0,2.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU ribosomal protein P0 (L10p),0,3.89E-05,0,2.94E-05,0,0,0,9.75E-06,0,0,0,0,0,0,0,0,2.52E-05,1.00E-05,0,0,0,1.34E-05,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU ribosomal protein P1 (L7/L12),0,0,0,2.94E-05,0,3.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU ribosomal protein P2 (L7/L12),0,0,0,0,0,0,0,9.75E-06,0,0,0,6.63E-05,1.87E-05,0,0,4.15E-05,8.39E-06,2.00E-05,7.82E-06,0,8.71E-06,0,0,0
Protein Metabolism,Protein biosynthesis,"tRNA_aminoacylation,_Leu",Leucyl-tRNA synthetase (EC 6.1.1.4),0.001795806,0.001999039,0.001663245,0.001852832,0.001620713,0.001441774,0.001911451,0.001891779,0.001978016,0.00158861,0.001468222,0.001679558,0.001790711,0.002653282,0.001716719,0.00203252,0.001678373,0.001739391,0.001821793,0.001910869,0.001742874,0.001661196,0.001877334,0.001746862
Protein Metabolism,Protein biosynthesis,"tRNA_aminoacylation,_Leu","Leucyl-tRNA synthetase (EC 6.1.1.4), mitochondrial",0,2.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein degradation,Protein_degradation,Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6),0.00023768,0.000207692,0.000173255,0.00032351,0.000141812,0.000406654,0.000192627,0.000224283,0.000169544,0.000134882,0.000281149,0.000132597,0.000242492,5.07E-05,0.000146825,0.00016592,0.000151054,0.000149948,0.000187652,0.000256492,0.000209145,0.000120571,0.000109844,0.000204587
Protein Metabolism,Protein processing and modification,Lipoprotein_Biosynthesis,Lipoprotein signal peptidase (EC 3.4.23.36),0.000211271,0.000246635,0.000199243,0.00020587,0.000202589,0.000184843,0.000251897,0.000243786,0.000141287,0.000164856,0.000203052,0.000220994,0.000354411,0.000152099,0.000338826,0.00016592,0.000193013,0.000259909,0.000242384,0.000218019,0.000244002,0.000241141,0.000439376,0.000220325
Protein Metabolism,Protein degradation,Proteasome_bacterial,Lon-like protease with PDZ domain,0.000184862,0.000116827,0.000138604,5.88E-05,8.10E-05,0,0.000237079,4.88E-05,0.000113029,7.49E-05,1.56E-05,6.63E-05,0.000111919,0.000135199,0.000101648,0,0.000117486,0.000119958,0.000125102,7.69E-05,7.84E-05,0.000120571,0.000159773,7.08E-05
Protein Metabolism,Protein degradation,Serine_endopeptidase_(EC_3.4.21.-),Lysyl endopeptidase (EC 3.4.21.50),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,8.71E-06,0,0,0
Protein Metabolism,Protein biosynthesis,"tRNA_aminoacylation,_Lys",Lysyl-tRNA synthetase (class I) (EC 6.1.1.6),0.000211271,0.000350481,0.000259882,0.00038233,0.000101295,0.000110906,0.000281532,0.000234034,0.000226059,0.000149869,0.000218671,0.000198895,0.000261145,0.000270398,0.000225884,0.00037332,0.000327283,0.000189934,0.000367486,0.000269317,0.000261431,0.000267935,0.000269617,0.00031475
Protein Metabolism,Protein biosynthesis,"tRNA_aminoacylation,_Lys",Lysyl-tRNA synthetase (class II) (EC 6.1.1.6),0.000924312,0.00083077,0.000978889,0.000735251,0.000992687,0.000665434,0.001007587,0.001062907,0.000904236,0.000794305,0.00103088,0.000839779,0.000951315,0.001115392,0.001152009,0.00053924,0.000579039,0.000859699,0.000844436,0.000807951,0.000845294,0.000817201,0.000958639,0.000794744
Protein Metabolism,Protein biosynthesis,"tRNA_aminoacylation,_Lys","Lysyl-tRNA synthetase (class II) (EC 6.1.1.6), mitochondrial",0,1.30E-05,0,0,0,0,0,9.75E-06,0,0,0,2.21E-05,0,0,0,0,0,0,7.82E-06,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,"tRNA_aminoacylation,_Lys",Lysyl-tRNA synthetase (class II) related protein found fused to membrane protein,0,3.89E-05,5.20E-05,2.94E-05,2.03E-05,0,4.45E-05,2.93E-05,5.65E-05,0,0,0,0,3.38E-05,0,8.30E-05,4.20E-05,3.00E-05,1.56E-05,6.41E-05,4.36E-05,1.34E-05,2.00E-05,7.87E-06
Protein Metabolism,Protein degradation,Aminopeptidases_(EC_3.4.11.-),Membrane alanine aminopeptidase N (EC 3.4.11.2),0.00073945,0.000649039,0.001160806,0.001176401,0.000850874,0.00051756,0.001185396,0.000887381,0.000762949,0.000734357,0.00103088,0.000928177,0.000895355,0.000844994,0.000768006,0.00033184,0.000839187,0.000869696,0.001211922,0.000577108,0.000880151,0.001138723,0.000728965,0.000637369
Protein Metabolism,Protein degradation,"Proteolysis_in_bacteria,_ATP-dependent","Membrane-associated protein containing a homolog of PilT-like ATPase N-terminal domain, YACL B.subtilis ortholog",5.28E-05,9.09E-05,7.80E-05,2.94E-05,0.000101295,7.39E-05,0,4.88E-05,0,8.99E-05,0.000109336,4.42E-05,1.87E-05,0.000118299,5.65E-05,8.30E-05,5.87E-05,3.00E-05,3.91E-05,0.000115422,2.61E-05,5.36E-05,0.000149787,3.93E-05
Protein Metabolism,Protein biosynthesis,Translation_termination_factors_bacterial,Methionine aminopeptidase (EC 3.4.11.18),0.000845085,0.000765866,0.000892262,0.000676431,0.001195276,0.000554529,0.000948317,0.000838623,0.000875978,0.000869239,0.000984021,0.000972376,0.000522291,0.000760495,0.000790594,0.00078812,0.000620998,0.000749738,0.000813161,0.00066688,0.000845294,0.000964566,0.000728965,0.001062281
Protein Metabolism,Protein biosynthesis,"tRNA_aminoacylation,_Met","Methionyl-tRNA synthetase (EC 6.1.1.10), chloroplast",0,1.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,"tRNA_aminoacylation,_Met",Methionyl-tRNA synthetase-related protein,0,2.60E-05,4.33E-05,0.00011764,0,3.70E-05,4.45E-05,0,0,3.00E-05,0.000124955,4.42E-05,1.87E-05,5.07E-05,2.26E-05,4.15E-05,3.36E-05,4.00E-05,1.56E-05,1.28E-05,5.23E-05,2.68E-05,3.00E-05,7.87E-06
Protein Metabolism,Protein biosynthesis,"tRNA_aminoacylation,_Met",Methionyl-tRNA synthetase-related protein 2,0,0,8.66E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protein Metabolism,Protein processing and modification,G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis),"Methylmalonyl-CoA mutase, small subunit (EC 5.4.99.2)",0.000132045,7.79E-05,0.000138604,0.00014705,8.10E-05,3.70E-05,0.000133357,0.000165774,0,5.99E-05,0.000140574,0.000154696,5.60E-05,8.45E-05,5.65E-05,0,1.68E-05,0.000119958,0.000211109,0.000128246,8.71E-05,6.70E-05,9.99E-05,2.36E-05
Protein Metabolism,Protein degradation,Metalloendopeptidases_(EC_3.4.24.-),Microbial collagenase (EC 3.4.24.3),0,0,8.66E-06,0,0,3.70E-05,0,9.75E-06,0,0,3.12E-05,0,0,0,0,0,2.52E-05,4.00E-05,7.82E-06,0,8.71E-06,2.68E-05,9.99E-06,0
Protein Metabolism,Protein degradation,Protein_degradation,"Mitochondrial intermediate peptidase, mitochondrial precursor (EC 3.4.24.59)",0,0,0,0,0,3.70E-05,0,0,0,0,0,2.21E-05,0,0,0,0,1.68E-05,0,7.82E-06,0,0,0,9.99E-06,7.87E-06
Protein Metabolism,Protein processing and modification,N-linked_Glycosylation_in_Bacteria,N-linked glycosylation glycosyltransferase PglG,0,0,8.66E-06,0,0,0,0,0,0,0,0,0,0,0,2.26E-05,0,0,1.00E-05,1.56E-05,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Nucleolar_protein_complex,NADH dehydrogenase subunit 5,0.000369725,0.000194712,8.66E-06,0.00014705,0.000303884,0.001330869,4.45E-05,1.95E-05,8.48E-05,0.000449607,4.69E-05,0.000287293,3.73E-05,0.000152099,0.000338826,0.00024888,9.23E-05,0.000149948,0,3.85E-05,3.49E-05,6.70E-05,3.00E-05,0.000299012
Protein Metabolism,Protein degradation,"Proteolysis_in_bacteria,_ATP-dependent","Nucleotide excision repair protein, with UvrB/UvrC motif",2.64E-05,0,0,0,2.03E-05,0,2.96E-05,0,0,0,0,0,0,3.38E-05,1.13E-05,0,8.39E-06,1.00E-05,7.82E-06,0,8.71E-06,0,0,7.87E-06
Protein Metabolism,Protein degradation,Protein_degradation,Oligopeptidase A (EC 3.4.24.70),7.92E-05,0.000194712,7.80E-05,0.00023528,0.000526732,0.00025878,0.000177809,8.78E-05,0.000113029,0.000149869,3.12E-05,0.000132597,3.73E-05,0.000135199,0.000225884,0.00016592,0.000100702,6.00E-05,0.000125102,5.13E-05,6.97E-05,0.000214348,0.00011983,0.00018885
Protein Metabolism,Protein biosynthesis,Translation_elongation_factor_G_family,Oxytetracycline resistance protein OtrA,2.64E-05,1.30E-05,0.000103953,0,0,0,7.41E-05,2.93E-05,0,1.50E-05,4.69E-05,4.42E-05,5.60E-05,3.38E-05,4.52E-05,0,4.20E-05,5.00E-05,2.35E-05,2.56E-05,3.49E-05,0.000120571,3.00E-05,7.87E-05
Protein Metabolism,Protein degradation,Aminopeptidases_(EC_3.4.11.-),Peptidase B (EC 3.4.11.23),0.000132045,0.00016875,4.33E-05,5.88E-05,8.10E-05,7.39E-05,0.000133357,0.000146272,0.000141287,0.000104908,0.000124955,6.63E-05,9.33E-05,0.000219699,0.000158119,0.00012444,0.000218189,0.000139951,0.000195471,0.000192369,9.59E-05,0.000107174,0.000109844,0.000102294
Protein Metabolism,Protein biosynthesis,Translation_termination_factors_bacterial,Peptide chain release factor 3,0.00073945,0.000571154,0.000493776,0.000617611,0.000506473,0.000850277,0.000563063,0.000458317,0.000791206,0.000494567,0.000577917,0.000486188,0.000391718,0.000354898,0.000960007,0.00045628,0.000394418,0.000419853,0.000672421,0.000230843,0.000522862,0.000629647,0.000499291,0.000590156
Protein Metabolism,Protein biosynthesis,Translation_termination_factors_bacterial,Peptide chain release factor homolog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82E-06,0,0,0,0,2.36E-05
Protein Metabolism,Protein folding,Peptidyl-prolyl_cis-trans_isomerase,Peptidyl-prolyl cis-trans isomerase ppiA precursor (EC 5.2.1.8),0.000184862,0.000129808,7.80E-05,0,0.000162071,0,0.000162992,0.000126769,0.000226059,0.000119895,0.000156194,0.000132597,5.60E-05,0.000168999,0.000124236,0.0002074,0.000167837,3.00E-05,0.00013292,7.69E-05,0.000156859,0.000147364,0.000149787,7.87E-05
Protein Metabolism,Protein folding,Peptidyl-prolyl_cis-trans_isomerase,Peptidyl-prolyl cis-trans isomerase ppiB (EC 5.2.1.8),0,2.60E-05,1.73E-05,0,2.03E-05,0,7.41E-05,1.95E-05,5.65E-05,3.00E-05,4.69E-05,0,1.87E-05,6.76E-05,3.39E-05,4.15E-05,8.39E-06,1.00E-05,1.56E-05,1.28E-05,2.61E-05,1.34E-05,6.99E-05,2.36E-05
Protein Metabolism,Protein folding,Peptidyl-prolyl_cis-trans_isomerase,Peptidyl-prolyl cis-trans isomerase ppiC (EC 5.2.1.8),0,0,0,0,0,0,1.48E-05,0,2.83E-05,0,0,0,0,0,0,0,0,1.00E-05,0,2.56E-05,0,0,9.99E-06,7.87E-06
Protein Metabolism,Protein folding,Peptidyl-prolyl_cis-trans_isomerase,Peptidyl-prolyl cis-trans isomerase ppiD (EC 5.2.1.8),5.28E-05,0.000116827,0.000112616,2.94E-05,8.10E-05,3.70E-05,0.000162992,0.000165774,0.000141287,7.49E-05,9.37E-05,0.000132597,0.000130573,0.000168999,0.000124236,4.15E-05,6.71E-05,6.00E-05,0.000109464,5.13E-05,0.000174287,0.000281332,0.000209702,7.08E-05
Protein Metabolism,Protein folding,Periplasmic_disulfide_interchange,Periplasmic thiol:disulfide interchange protein DsbA,2.64E-05,5.19E-05,0.000103953,0.00014705,2.03E-05,7.39E-05,0.000133357,0.000165774,2.83E-05,0.000104908,0.000156194,8.84E-05,1.87E-05,0.000219699,2.26E-05,0.00016592,9.23E-05,8.00E-05,0.00013292,8.98E-05,3.49E-05,0.000107174,8.99E-05,6.30E-05
Protein Metabolism,Protein biosynthesis,"tRNA_aminoacylation,_Phe",Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20),0.000765859,0.000610096,0.000848948,0.001029351,0.000769839,0.000887246,0.00081496,0.000965392,0.000989008,0.000599475,0.000640395,0.000707182,0.001119194,0.000743595,0.000677652,0.00078812,0.000704917,0.000909682,0.000867893,0.000833601,0.000705864,0.000669837,0.000728965,0.000558681
Protein Metabolism,Protein biosynthesis,"tRNA_aminoacylation,_Phe","Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20), mitochondrial",0,0,0,0,0,0,0,0,0,0,0,2.21E-05,0,0,0,0,1.68E-05,0,0,1.28E-05,0,1.34E-05,0,0
Protein Metabolism,Protein biosynthesis,"tRNA_aminoacylation,_Phe",Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20),0.001346855,0.000947597,0.001334061,0.000999941,0.00074958,0.001072089,0.001111309,0.001501721,0.000989008,0.001423754,0.001343267,0.000950276,0.001100541,0.000963293,0.001095538,0.00087108,0.001409834,0.001499475,0.001188466,0.001038794,0.001350727,0.001044946,0.001058497,0.000897037
Protein Metabolism,Protein processing and modification,N-linked_Glycosylation_in_Bacteria,Phospholipid-lipopolysaccharide ABC transporter,0.000211271,0.00016875,6.06E-05,0.00017646,0.00018233,0.000961183,0.000133357,6.83E-05,2.83E-05,0.000284751,7.81E-05,8.84E-05,9.33E-05,0.000101399,0.00021459,0.00016592,9.23E-05,8.00E-05,5.47E-05,2.56E-05,4.36E-05,8.04E-05,0.000129816,0.000306881
Protein Metabolism,Protein biosynthesis,Universal_GTPases,Probable GTPase related to EngC,0.000290498,0.000129808,0.000251219,5.88E-05,6.08E-05,0,4.45E-05,8.78E-05,8.48E-05,0.000104908,0.000171813,8.84E-05,7.46E-05,0.000152099,0.000101648,4.15E-05,0.000117486,0.000139951,0.000164196,0.000102597,0.000130716,0.000120571,0.000149787,7.87E-05
Protein Metabolism,Protein degradation,Proteasome_bacterial,Prokaryotic ubiquitin-like protein Pup,0.000158453,0.000155769,0.000138604,0.00017646,0.000121553,0.000110906,4.45E-05,7.80E-05,8.48E-05,3.00E-05,6.25E-05,0,7.46E-05,0.000118299,1.13E-05,0,4.20E-05,0.000129955,7.04E-05,3.85E-05,0.000104572,9.38E-05,9.99E-05,0.000110162
Protein Metabolism,Protein degradation,Serine_endopeptidase_(EC_3.4.21.-),Prolyl endopeptidase (EC 3.4.21.26),0.000343316,0.000389423,0.000485113,0.00041174,0.000709062,0.000591497,0.000503793,0.000507075,0.00053689,0.000554515,0.000468582,0.000640884,0.000335758,0.000659096,0.000666358,0.00058072,0.000570647,0.000389864,0.000469131,0.000538634,0.000514148,0.000401902,0.00030956,0.000605894
Protein Metabolism,Protein biosynthesis,"tRNA_aminoacylation,_Pro",Prolyl-tRNA synthetase (EC 6.1.1.15),0.001188401,0.001220193,0.00110883,0.000970531,0.000850874,0.001072089,0.000800142,0.001218929,0.001130295,0.001004121,0.000999641,0.001104972,0.00132438,0.001199892,0.001005184,0.00087108,0.001250388,0.001269556,0.001016451,0.001397884,0.001106725,0.001165517,0.00109844,0.001030806
Protein Metabolism,Protein biosynthesis,"tRNA_aminoacylation,_Pro","Prolyl-tRNA synthetase (EC 6.1.1.15), mitochondrial",0,0,0,0,2.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,"tRNA_aminoacylation,_Pro",Prolyl-tRNA synthetase related protein,2.64E-05,1.30E-05,1.73E-05,0,4.05E-05,0,1.48E-05,0,2.83E-05,1.50E-05,1.56E-05,4.42E-05,0,0,1.13E-05,4.15E-05,1.68E-05,0,7.82E-06,0,8.71E-06,1.34E-05,2.00E-05,0
Protein Metabolism,Protein degradation,Proteasome_archaeal,"Proteasome subunit alpha (EC 3.4.25.1), archaeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E-05,0,0,0,0,0,0,0,0,0
Protein Metabolism,Protein degradation,Proteasome_archaeal,"Proteasome subunit alpha (EC 3.4.25.1), bacterial",7.92E-05,7.79E-05,0.000112616,0.00011764,0.000141812,3.70E-05,0.00011854,0.000107266,0.000226059,0.000254777,0.000109336,4.42E-05,0.000354411,0.000135199,0.000101648,4.15E-05,6.71E-05,0.000109962,0.000148558,0.000102597,9.59E-05,0.000174158,0.000109844,8.66E-05
Protein Metabolism,Protein degradation,Proteasome_archaeal,"Proteasome subunit beta (EC 3.4.25.1), archaeal",0,0,8.66E-06,0,0,0,0,0,0,0,0,0,0,0,1.13E-05,0,0,0,0,0,0,0,0,0
Protein Metabolism,Protein degradation,Proteasome_archaeal,"Proteasome subunit beta (EC 3.4.25.1), bacterial",2.64E-05,0.000194712,0.000129941,0.00020587,0.000222848,0,0.000192627,0.000253537,0.000339088,7.49E-05,9.37E-05,0.000198895,0.000186532,0.000101399,5.65E-05,0.00012444,0.000209797,0.000179937,0.000156377,0.000153895,6.97E-05,0.000133967,0.000199716,9.44E-05
Protein Metabolism,Protein degradation,Proteasome_archaeal,"Proteasome-activating AAA-ATPase (PAN), archaeal",0,2.60E-05,0,0,0,0,0,9.75E-06,0,0,0,0,0,0,1.13E-05,0,8.39E-06,0,0,0,0,0,0,0
